date,revenue,business_id
2026-01-01,3126.986337879307,blue_bottle_cafe
2026-01-02,3102.0712173987363,blue_bottle_cafe
2026-01-03,3086.9330015024275,blue_bottle_cafe
2026-01-04,3126.4782996117037,blue_bottle_cafe
2026-01-05,3192.611426197201,blue_bottle_cafe
2026-01-06,3232.417467262728,blue_bottle_cafe
2026-01-07,3161.268379241502,blue_bottle_cafe
2026-01-08,3205.288987337613,blue_bottle_cafe
2026-01-09,3181.4361672027685,blue_bottle_cafe
2026-01-10,3165.650778831811,blue_bottle_cafe
2026-01-11,3202.842210303483,blue_bottle_cafe
2026-01-12,3264.9686038960567,blue_bottle_cafe
2026-01-13,3299.211794016265,blue_bottle_cafe
2026-01-14,3221.081915590646,blue_bottle_cafe
2026-01-01,661.9031778044855,corner_bakery
2026-01-02,687.0880167817164,corner_bakery
2026-01-03,668.1296395286477,corner_bakery
2026-01-04,698.1910137879976,corner_bakery
2026-01-05,686.5983240247433,corner_bakery
2026-01-06,679.5430633771894,corner_bakery
2026-01-07,692.8410545557401,corner_bakery
2026-01-08,688.6526917256823,corner_bakery
2026-01-09,712.8168539962512,corner_bakery
2026-01-10,692.8140188273632,corner_bakery
2026-01-11,721.8017033294125,corner_bakery
2026-01-12,709.1260507623653,corner_bakery
2026-01-13,700.9705810447103,corner_bakery
2026-01-14,713.143516673274,corner_bakery
2026-01-01,1816.7280746994177,evergreen_boutique
2026-01-02,1767.9752917702622,evergreen_boutique
2026-01-03,1795.6742809125826,evergreen_boutique
2026-01-04,1754.2941758011716,evergreen_boutique
2026-01-05,1729.5937195207257,evergreen_boutique
2026-01-06,1785.4956951282145,evergreen_boutique
2026-01-07,1804.017495810271,evergreen_boutique
2026-01-08,1802.3587815808223,evergreen_boutique
2026-01-09,1754.0583603268535,evergreen_boutique
2026-01-10,1782.6640404151556,evergreen_boutique
2026-01-11,1742.6293151685472,evergreen_boutique
2026-01-12,1719.6630606518138,evergreen_boutique
2026-01-13,1777.626138617731,evergreen_boutique
2026-01-14,1798.4769474479006,evergreen_boutique
2026-01-01,1972.0532739397522,iron_pulse_gym
2026-01-02,1952.4893333425096,iron_pulse_gym
2026-01-03,1946.6801641433299,iron_pulse_gym
2026-01-04,1929.1596002916879,iron_pulse_gym
2026-01-05,1945.8773972141832,iron_pulse_gym
2026-01-06,1950.1879438488595,iron_pulse_gym
2026-01-07,1970.4834129476358,iron_pulse_gym
2026-01-08,1999.9553966793512,iron_pulse_gym
2026-01-09,1982.4324161831573,iron_pulse_gym
2026-01-10,1977.935992696487,iron_pulse_gym
2026-01-11,1960.9762237140826,iron_pulse_gym
2026-01-12,1977.4623480280043,iron_pulse_gym
2026-01-13,1980.7744197642298,iron_pulse_gym
2026-01-14,1999.3114973808779,iron_pulse_gym
2026-01-01,6056.486141626954,nonna_trattoria
2026-01-02,5891.887195986527,nonna_trattoria
2026-01-03,5623.156164077306,nonna_trattoria
2026-01-04,5641.966507099309,nonna_trattoria
2026-01-05,5912.590837803598,nonna_trattoria
2026-01-06,6058.010823846893,nonna_trattoria
2026-01-07,6032.736060241533,nonna_trattoria
2026-01-08,6129.284775626023,nonna_trattoria
2026-01-09,5981.232395513686,nonna_trattoria
2026-01-10,5727.045788174833,nonna_trattoria
2026-01-11,5757.805007367244,nonna_trattoria
2026-01-12,6037.452589837955,nonna_trattoria
2026-01-13,6188.873165700289,nonna_trattoria
2026-01-14,6166.401892481992,nonna_trattoria
2026-01-01,4499.266415147774,shear_genius_salon
2026-01-02,4514.271374510643,shear_genius_salon
2026-01-03,4473.524727676044,shear_genius_salon
2026-01-04,4519.936583684004,shear_genius_salon
2026-01-05,4612.805618046042,shear_genius_salon
2026-01-06,4528.468550920882,shear_genius_salon
2026-01-07,4520.40496992673,shear_genius_salon
2026-01-08,4512.398474766239,shear_genius_salon
2026-01-09,4528.492637183426,shear_genius_salon
2026-01-10,4489.497515176451,shear_genius_salon
2026-01-11,4538.251547177732,shear_genius_salon
2026-01-12,4634.033626937352,shear_genius_salon
2026-01-13,4553.212348001133,shear_genius_salon
2026-01-14,4549.074445345054,shear_genius_salon
